# name:     Al2O3  corundum
# formula:  Al2O3
# sites:    Al1,O1
# refer1:   Wyckoff vol 2, V, p 6-8
# schoen:   D_3d^6
# POT  SCF  30  4.2000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
    0.759704E+03   -0.307585E-02    0.730121E-03   -0.153905E-02    0.365623E-03    0.281528E+00    0.626554E-06    0.734633E-03
    0.760791E+03   -0.306753E-02    0.727286E-03   -0.153488E-02    0.364202E-03    0.280835E+00    0.623080E-06    0.731769E-03
    0.761881E+03   -0.305923E-02    0.724484E-03   -0.153071E-02    0.362797E-03    0.280152E+00    0.619619E-06    0.728936E-03
    0.762973E+03   -0.305094E-02    0.721715E-03   -0.152653E-02    0.361409E-03    0.279481E+00    0.616171E-06    0.726139E-03
    0.764068E+03   -0.304270E-02    0.719062E-03   -0.152242E-02    0.360079E-03    0.278852E+00    0.612789E-06    0.723457E-03
    0.765166E+03   -0.303451E-02    0.716436E-03   -0.151837E-02    0.358763E-03    0.278232E+00    0.609464E-06    0.720804E-03
    0.766267E+03   -0.302636E-02    0.713853E-03   -0.151426E-02    0.357468E-03    0.277626E+00    0.606106E-06    0.718193E-03
    0.767371E+03   -0.301829E-02    0.711430E-03   -0.151020E-02    0.356253E-03    0.277081E+00    0.602817E-06    0.715744E-03
    0.768477E+03   -0.301032E-02    0.709010E-03   -0.150621E-02    0.355040E-03    0.276536E+00    0.599583E-06    0.713298E-03
    0.769586E+03   -0.300244E-02    0.706684E-03   -0.150228E-02    0.353874E-03    0.276025E+00    0.596410E-06    0.710946E-03
    0.770697E+03   -0.299469E-02    0.704439E-03   -0.149840E-02    0.352748E-03    0.275545E+00    0.593298E-06    0.708677E-03
    0.771812E+03   -0.298709E-02    0.702197E-03   -0.149459E-02    0.351624E-03    0.275064E+00    0.590239E-06    0.706411E-03
    0.772929E+03   -0.297964E-02    0.700004E-03   -0.149089E-02    0.350525E-03    0.274601E+00    0.587281E-06    0.704194E-03
    0.774048E+03   -0.297236E-02    0.697818E-03   -0.148726E-02    0.349429E-03    0.274139E+00    0.584376E-06    0.701985E-03
    0.775171E+03   -0.296526E-02    0.695605E-03   -0.148368E-02    0.348319E-03    0.273664E+00    0.581520E-06    0.699748E-03
    0.776296E+03   -0.295831E-02    0.693299E-03   -0.148016E-02    0.347163E-03    0.273152E+00    0.578707E-06    0.697419E-03
    0.777424E+03   -0.295154E-02    0.690995E-03   -0.147682E-02    0.346008E-03    0.272639E+00    0.576033E-06    0.695092E-03
    0.778555E+03   -0.294493E-02    0.688492E-03   -0.147349E-02    0.344754E-03    0.272046E+00    0.573349E-06    0.692565E-03
    0.779688E+03   -0.293842E-02    0.685861E-03   -0.147021E-02    0.343436E-03    0.271400E+00    0.570704E-06    0.689909E-03
    0.780824E+03   -0.293209E-02    0.683235E-03   -0.146705E-02    0.342119E-03    0.270754E+00    0.568153E-06    0.687259E-03
    0.781963E+03   -0.292584E-02    0.680151E-03   -0.146395E-02    0.340574E-03    0.269924E+00    0.565612E-06    0.684148E-03
    0.783105E+03   -0.291957E-02    0.677043E-03   -0.146079E-02    0.339017E-03    0.269082E+00    0.563033E-06    0.681014E-03
    0.784249E+03   -0.291340E-02    0.673770E-03   -0.145769E-02    0.337377E-03    0.268172E+00    0.560488E-06    0.677713E-03
    0.785396E+03   -0.290718E-02    0.670119E-03   -0.145459E-02    0.335548E-03    0.267108E+00    0.557919E-06    0.674032E-03
    0.786546E+03   -0.290089E-02    0.666479E-03   -0.145143E-02    0.333724E-03    0.266044E+00    0.555313E-06    0.670362E-03
    0.787698E+03   -0.289455E-02    0.662558E-03   -0.144827E-02    0.331759E-03    0.264866E+00    0.552690E-06    0.666410E-03
    0.788853E+03   -0.288807E-02    0.658502E-03   -0.144506E-02    0.329728E-03    0.263630E+00    0.550021E-06    0.662322E-03
    0.790011E+03   -0.288154E-02    0.654459E-03   -0.144178E-02    0.327702E-03    0.262395E+00    0.547316E-06    0.658247E-03
    0.791172E+03   -0.287489E-02    0.650068E-03   -0.143844E-02    0.325502E-03    0.261017E+00    0.544548E-06    0.653822E-03
    0.792335E+03   -0.286802E-02    0.645688E-03   -0.143498E-02    0.323308E-03    0.259638E+00    0.541702E-06    0.649408E-03
    0.793501E+03   -0.286101E-02    0.641266E-03   -0.143147E-02    0.321093E-03    0.258239E+00    0.538819E-06    0.644951E-03
    0.794670E+03   -0.285383E-02    0.636767E-03   -0.142789E-02    0.318839E-03    0.256804E+00    0.535896E-06    0.640417E-03
    0.795841E+03   -0.284645E-02    0.632283E-03   -0.142419E-02    0.316592E-03    0.255370E+00    0.532898E-06    0.635897E-03
    0.797015E+03   -0.283892E-02    0.627865E-03   -0.142044E-02    0.314379E-03    0.253959E+00    0.529872E-06    0.631445E-03
    0.798192E+03   -0.283124E-02    0.623480E-03   -0.141656E-02    0.312182E-03    0.252557E+00    0.526774E-06    0.627025E-03
    0.799372E+03   -0.282339E-02    0.619131E-03   -0.141263E-02    0.310003E-03    0.251165E+00    0.523646E-06    0.622642E-03
    0.800554E+03   -0.281543E-02    0.615021E-03   -0.140864E-02    0.307944E-03    0.249866E+00    0.520505E-06    0.618499E-03
    0.801739E+03   -0.280740E-02    0.610925E-03   -0.140464E-02    0.305892E-03    0.248568E+00    0.517374E-06    0.614370E-03
    0.802927E+03   -0.279926E-02    0.606980E-03   -0.140059E-02    0.303915E-03    0.247327E+00    0.514224E-06    0.610392E-03
    0.804118E+03   -0.279109E-02    0.603236E-03   -0.139648E-02    0.302040E-03    0.246166E+00    0.511058E-06    0.606618E-03
    0.805311E+03   -0.278290E-02    0.599549E-03   -0.139236E-02    0.300192E-03    0.245023E+00    0.507906E-06    0.602900E-03
    0.806507E+03   -0.277472E-02    0.596106E-03   -0.138825E-02    0.298467E-03    0.243977E+00    0.504782E-06    0.599428E-03
    0.807706E+03   -0.276661E-02    0.592740E-03   -0.138420E-02    0.296781E-03    0.242959E+00    0.501715E-06    0.596034E-03
    0.808907E+03   -0.275852E-02    0.589415E-03   -0.138015E-02    0.295115E-03    0.241954E+00    0.498662E-06    0.592680E-03
    0.810111E+03   -0.275050E-02    0.586275E-03   -0.137615E-02    0.293542E-03    0.241023E+00    0.495672E-06    0.589513E-03
    0.811318E+03   -0.274257E-02    0.583144E-03   -0.137222E-02    0.291973E-03    0.240092E+00    0.492734E-06    0.586356E-03
    0.812528E+03   -0.273469E-02    0.580060E-03   -0.136828E-02    0.290427E-03    0.239177E+00    0.489807E-06    0.583245E-03
    0.813740E+03   -0.272689E-02    0.577025E-03   -0.136435E-02    0.288907E-03    0.238280E+00    0.486894E-06    0.580185E-03
    0.814955E+03   -0.271916E-02    0.574001E-03   -0.136048E-02    0.287392E-03    0.237384E+00    0.484030E-06    0.577135E-03
    0.816173E+03   -0.271149E-02    0.570951E-03   -0.135660E-02    0.285863E-03    0.236474E+00    0.481174E-06    0.574060E-03
    0.817393E+03   -0.270384E-02    0.567903E-03   -0.135279E-02    0.284336E-03    0.235563E+00    0.478367E-06    0.570987E-03
    0.818616E+03   -0.269622E-02    0.564863E-03   -0.134897E-02    0.282813E-03    0.234651E+00    0.475569E-06    0.567921E-03
    0.819842E+03   -0.268863E-02    0.561821E-03   -0.134522E-02    0.281289E-03    0.233736E+00    0.472819E-06    0.564854E-03
    0.821071E+03   -0.268108E-02    0.558815E-03   -0.134140E-02    0.279783E-03    0.232833E+00    0.470040E-06    0.561823E-03
    0.822302E+03   -0.267357E-02    0.555759E-03   -0.133765E-02    0.278252E-03    0.231907E+00    0.467306E-06    0.558743E-03
    0.823536E+03   -0.266606E-02    0.552667E-03   -0.133389E-02    0.276703E-03    0.230961E+00    0.464578E-06    0.555625E-03
    0.824773E+03   -0.265855E-02    0.549584E-03   -0.133014E-02    0.275158E-03    0.230017E+00    0.461858E-06    0.552518E-03
    0.826013E+03   -0.265104E-02    0.546461E-03   -0.132638E-02    0.273593E-03    0.229053E+00    0.459145E-06    0.549370E-03
    0.827255E+03   -0.264349E-02    0.543343E-03   -0.132257E-02    0.272031E-03    0.228088E+00    0.456400E-06    0.546227E-03
    0.828500E+03   -0.263592E-02    0.540239E-03   -0.131875E-02    0.270476E-03    0.227125E+00    0.453665E-06    0.543098E-03
    0.829747E+03   -0.262833E-02    0.537162E-03   -0.131500E-02    0.268935E-03    0.226170E+00    0.450979E-06    0.539997E-03
    0.830998E+03   -0.262071E-02    0.534091E-03   -0.131118E-02    0.267396E-03    0.225215E+00    0.448263E-06    0.536901E-03
    0.832251E+03   -0.261308E-02    0.531085E-03   -0.130737E-02    0.265890E-03    0.224285E+00    0.445560E-06    0.533872E-03
    0.833507E+03   -0.260545E-02    0.528122E-03   -0.130355E-02    0.264406E-03    0.223369E+00    0.442868E-06    0.530885E-03
    0.834765E+03   -0.259780E-02    0.525164E-03   -0.129974E-02    0.262924E-03    0.222453E+00    0.440184E-06    0.527903E-03
    0.836027E+03   -0.259015E-02    0.522337E-03   -0.129592E-02    0.261507E-03    0.221588E+00    0.437518E-06    0.525053E-03
    0.837291E+03   -0.258254E-02    0.519518E-03   -0.129205E-02    0.260095E-03    0.220725E+00    0.434822E-06    0.522211E-03
    0.838557E+03   -0.257494E-02    0.516744E-03   -0.128824E-02    0.258705E-03    0.219878E+00    0.432176E-06    0.519415E-03
    0.839827E+03   -0.256738E-02    0.514051E-03   -0.128448E-02    0.257356E-03    0.219062E+00    0.429582E-06    0.516701E-03
    0.841099E+03   -0.255987E-02    0.511366E-03   -0.128073E-02    0.256011E-03    0.218247E+00    0.426996E-06    0.513994E-03
    0.842374E+03   -0.255239E-02    0.508730E-03   -0.127697E-02    0.254690E-03    0.217451E+00    0.424422E-06    0.511337E-03
    0.843651E+03   -0.254498E-02    0.506123E-03   -0.127327E-02    0.253384E-03    0.216664E+00    0.421895E-06    0.508709E-03
    0.844932E+03   -0.253761E-02    0.503520E-03   -0.126958E-02    0.252080E-03    0.215876E+00    0.419376E-06    0.506085E-03
    0.846215E+03   -0.253028E-02    0.500924E-03   -0.126588E-02    0.250779E-03    0.215088E+00    0.416865E-06    0.503469E-03
    0.847501E+03   -0.252300E-02    0.498334E-03   -0.126225E-02    0.249482E-03    0.214300E+00    0.414400E-06    0.500858E-03
    0.848789E+03   -0.251574E-02    0.495729E-03   -0.125861E-02    0.248177E-03    0.213503E+00    0.411942E-06    0.498232E-03
    0.850080E+03   -0.250854E-02    0.493185E-03   -0.125504E-02    0.246903E-03    0.212730E+00    0.409532E-06    0.495669E-03
    0.851374E+03   -0.250139E-02    0.490554E-03   -0.125146E-02    0.245584E-03    0.211916E+00    0.407125E-06    0.493017E-03
    0.852671E+03   -0.249424E-02    0.487926E-03   -0.124788E-02    0.244268E-03    0.211101E+00    0.404724E-06    0.490369E-03
    0.853970E+03   -0.248712E-02    0.485305E-03   -0.124431E-02    0.242955E-03    0.210287E+00    0.402332E-06    0.487728E-03
    0.855272E+03   -0.248005E-02    0.482684E-03   -0.124073E-02    0.241642E-03    0.209469E+00    0.399947E-06    0.485087E-03
    0.856577E+03   -0.247299E-02    0.479977E-03   -0.123721E-02    0.240286E-03    0.208611E+00    0.397600E-06    0.482359E-03
    0.857885E+03   -0.246592E-02    0.477280E-03   -0.123370E-02    0.238935E-03    0.207755E+00    0.395262E-06    0.479642E-03
    0.859195E+03   -0.245887E-02    0.474554E-03   -0.123018E-02    0.237569E-03    0.206883E+00    0.392929E-06    0.476896E-03
    0.860508E+03   -0.245179E-02    0.471795E-03   -0.122660E-02    0.236187E-03    0.205994E+00    0.390564E-06    0.474117E-03
    0.861824E+03   -0.244471E-02    0.469045E-03   -0.122309E-02    0.234810E-03    0.205106E+00    0.388244E-06    0.471347E-03
    0.863142E+03   -0.243760E-02    0.466264E-03   -0.121951E-02    0.233417E-03    0.204201E+00    0.385893E-06    0.468545E-03
    0.864463E+03   -0.243046E-02    0.463483E-03   -0.121593E-02    0.232024E-03    0.203293E+00    0.383549E-06    0.465745E-03
    0.865787E+03   -0.242328E-02    0.460730E-03   -0.121236E-02    0.230644E-03    0.202394E+00    0.381215E-06    0.462971E-03
    0.867114E+03   -0.241609E-02    0.458036E-03   -0.120872E-02    0.229295E-03    0.201518E+00    0.378854E-06    0.460258E-03
    0.868443E+03   -0.240892E-02    0.455354E-03   -0.120515E-02    0.227952E-03    0.200645E+00    0.376539E-06    0.457556E-03
    0.869775E+03   -0.240174E-02    0.452686E-03   -0.120157E-02    0.226615E-03    0.199774E+00    0.374231E-06    0.454868E-03
    0.871110E+03   -0.239456E-02    0.450036E-03   -0.119799E-02    0.225288E-03    0.198909E+00    0.371931E-06    0.452199E-03
    0.872447E+03   -0.238738E-02    0.447396E-03   -0.119442E-02    0.223965E-03    0.198045E+00    0.369640E-06    0.449540E-03
    0.873787E+03   -0.238020E-02    0.444784E-03   -0.119078E-02    0.222657E-03    0.197191E+00    0.367322E-06    0.446909E-03
    0.875130E+03   -0.237301E-02    0.442184E-03   -0.118715E-02    0.221355E-03    0.196338E+00    0.365011E-06    0.444290E-03
    0.876476E+03   -0.236581E-02    0.439604E-03   -0.118357E-02    0.220063E-03    0.195492E+00    0.362745E-06    0.441692E-03
    0.877824E+03   -0.235861E-02    0.437062E-03   -0.117999E-02    0.218789E-03    0.194660E+00    0.360488E-06    0.439131E-03
    0.879176E+03   -0.235141E-02    0.434528E-03   -0.117636E-02    0.217520E-03    0.193828E+00    0.358204E-06    0.436578E-03
    0.880529E+03   -0.234420E-02    0.432029E-03   -0.117278E-02    0.216268E-03    0.193010E+00    0.355964E-06    0.434061E-03
    0.881886E+03   -0.233699E-02    0.429559E-03   -0.116915E-02    0.215031E-03    0.192201E+00    0.353698E-06    0.431573E-03
    0.883245E+03   -0.232976E-02    0.427096E-03   -0.116557E-02    0.213797E-03    0.191393E+00    0.351475E-06    0.429093E-03
    0.884607E+03   -0.232252E-02    0.424709E-03   -0.116187E-02    0.212602E-03    0.190616E+00    0.349193E-06    0.426689E-03
    0.885972E+03   -0.231528E-02    0.422333E-03   -0.115830E-02    0.211411E-03    0.189842E+00    0.346988E-06    0.424295E-03
    0.887339E+03   -0.230800E-02    0.420016E-03   -0.115466E-02    0.210251E-03    0.189091E+00    0.344760E-06    0.421962E-03
    0.888709E+03   -0.230074E-02    0.417849E-03   -0.115103E-02    0.209165E-03    0.188405E+00    0.342547E-06    0.419778E-03
    0.890082E+03   -0.229353E-02    0.415688E-03   -0.114739E-02    0.208083E-03    0.187720E+00    0.340341E-06    0.417601E-03
    0.891458E+03   -0.228634E-02    0.413613E-03   -0.114381E-02    0.207043E-03    0.187070E+00    0.338181E-06    0.415510E-03
    0.892836E+03   -0.227921E-02    0.411583E-03   -0.114024E-02    0.206027E-03    0.186440E+00    0.336030E-06    0.413466E-03
    0.894217E+03   -0.227210E-02    0.409560E-03   -0.113666E-02    0.205013E-03    0.185809E+00    0.333886E-06    0.411427E-03
    0.895601E+03   -0.226503E-02    0.407673E-03   -0.113314E-02    0.204068E-03    0.185239E+00    0.331791E-06    0.409526E-03
    0.896987E+03   -0.225804E-02    0.405790E-03   -0.112963E-02    0.203124E-03    0.184668E+00    0.329702E-06    0.407629E-03
    0.898376E+03   -0.225109E-02    0.403945E-03   -0.112617E-02    0.202200E-03    0.184113E+00    0.327655E-06    0.405770E-03
    0.899768E+03   -0.224422E-02    0.402178E-03   -0.112271E-02    0.201315E-03    0.183591E+00    0.325619E-06    0.403989E-03
    0.901163E+03   -0.223742E-02    0.400416E-03   -0.111932E-02    0.200433E-03    0.183069E+00    0.323622E-06    0.402214E-03
    0.902560E+03   -0.223070E-02    0.398694E-03   -0.111598E-02    0.199570E-03    0.182564E+00    0.321668E-06    0.400479E-03
    0.903960E+03   -0.222407E-02    0.396989E-03   -0.111264E-02    0.198716E-03    0.182064E+00    0.319719E-06    0.398761E-03
    0.905363E+03   -0.221754E-02    0.395286E-03   -0.110936E-02    0.197863E-03    0.181564E+00    0.317811E-06    0.397045E-03
    0.906769E+03   -0.221108E-02    0.393557E-03   -0.110614E-02    0.196996E-03    0.181050E+00    0.315939E-06    0.395303E-03
    0.908177E+03   -0.220471E-02    0.391833E-03   -0.110292E-02    0.196133E-03    0.180536E+00    0.314074E-06    0.393566E-03
    0.909588E+03   -0.219843E-02    0.390062E-03   -0.109982E-02    0.195246E-03    0.179999E+00    0.312277E-06    0.391783E-03
    0.911001E+03   -0.219222E-02    0.388223E-03   -0.109667E-02    0.194325E-03    0.179428E+00    0.310450E-06    0.389931E-03
    0.912418E+03   -0.218608E-02    0.386389E-03   -0.109363E-02    0.193406E-03    0.178857E+00    0.308693E-06    0.388083E-03
    0.913837E+03   -0.218000E-02    0.384408E-03   -0.109059E-02    0.192414E-03    0.178217E+00    0.306935E-06    0.386090E-03
    0.915259E+03   -0.217394E-02    0.382388E-03   -0.108755E-02    0.191402E-03    0.177556E+00    0.305180E-06    0.384056E-03
    0.916683E+03   -0.216793E-02    0.380346E-03   -0.108457E-02    0.190379E-03    0.176882E+00    0.303461E-06    0.382000E-03
    0.918111E+03   -0.216194E-02    0.378096E-03   -0.108153E-02    0.189253E-03    0.176108E+00    0.301705E-06    0.379736E-03
    0.919541E+03   -0.215591E-02    0.375856E-03   -0.107849E-02    0.188131E-03    0.175337E+00    0.299955E-06    0.377482E-03
    0.920973E+03   -0.214987E-02    0.373515E-03   -0.107551E-02    0.186959E-03    0.174516E+00    0.298237E-06    0.375126E-03
    0.922409E+03   -0.214378E-02    0.371058E-03   -0.107247E-02    0.185728E-03    0.173638E+00    0.296488E-06    0.372654E-03
    0.923847E+03   -0.213760E-02    0.368611E-03   -0.106937E-02    0.184503E-03    0.172761E+00    0.294712E-06    0.370192E-03
    0.925288E+03   -0.213137E-02    0.366137E-03   -0.106621E-02    0.183264E-03    0.171869E+00    0.292909E-06    0.367703E-03
    0.926731E+03   -0.212509E-02    0.363666E-03   -0.106311E-02    0.182027E-03    0.170975E+00    0.291143E-06    0.365217E-03
    0.928178E+03   -0.211877E-02    0.361207E-03   -0.105995E-02    0.180795E-03    0.170083E+00    0.289352E-06    0.362742E-03
    0.929627E+03   -0.211240E-02    0.358716E-03   -0.105673E-02    0.179548E-03    0.169173E+00    0.287533E-06    0.360236E-03
    0.931079E+03   -0.210598E-02    0.356250E-03   -0.105351E-02    0.178313E-03    0.168272E+00    0.285722E-06    0.357756E-03
    0.932533E+03   -0.209951E-02    0.353807E-03   -0.105029E-02    0.177090E-03    0.167379E+00    0.283917E-06    0.355298E-03
    0.933990E+03   -0.209299E-02    0.351382E-03   -0.104702E-02    0.175875E-03    0.166491E+00    0.282089E-06    0.352857E-03
    0.935450E+03   -0.208641E-02    0.348966E-03   -0.104374E-02    0.174665E-03    0.165604E+00    0.280266E-06    0.350427E-03
    0.936913E+03   -0.207978E-02    0.346658E-03   -0.104040E-02    0.173510E-03    0.164765E+00    0.278424E-06    0.348105E-03
    0.938378E+03   -0.207314E-02    0.344372E-03   -0.103706E-02    0.172365E-03    0.163934E+00    0.276588E-06    0.345804E-03
    0.939846E+03   -0.206644E-02    0.342138E-03   -0.103372E-02    0.171246E-03    0.163125E+00    0.274761E-06    0.343556E-03
    0.941317E+03   -0.205974E-02    0.340045E-03   -0.103039E-02    0.170198E-03    0.162380E+00    0.272947E-06    0.341450E-03
